
Píxel (0, 0): R=000, G=000, B=000
Píxel (25, 15): R=000, G=242, B=232
Píxel (26, 15): R=230, G=108, B=97
Píxel (27, 15): R=203, G=22, B=13
Píxel (28, 15): R=244, G=26, B=17
Píxel (29, 15): R=252, G=16, B=5
Píxel (30, 15): R=246, G=16, B=0
Píxel (31, 15): R=250, G=23, B=4
Píxel (32, 15): R=252, G=21, B=3
Píxel (33, 15): R=250, G=19, B=1
Píxel (34, 15): R=254, G=25, B=6
Píxel (35, 15): R=249, G=20, B=1
Píxel (36, 15): R=250, G=19, B=0
Píxel (37, 15): R=254, G=22, B=2
Píxel (38, 15): R=251, G=16, B=0
Píxel (39, 15): R=000, G=22, B=1
Píxel (40, 15): R=253, G=18, B=0
Píxel (41, 15): R=252, G=20, B=0
Píxel (42, 15): R=253, G=24, B=3
Píxel (43, 15): R=252, G=23, B=0
Píxel (44, 15): R=248, G=19, B=0
Píxel (45, 15): R=250, G=20, B=0
Píxel (46, 15): R=000, G=20, B=0
Píxel (47, 15): R=250, G=18, B=0
Píxel (48, 15): R=251, G=21, B=0
Píxel (49, 15): R=000, G=26, B=3
Píxel (50, 15): R=249, G=12, B=0
Píxel (51, 15): R=000, G=17, B=4
Píxel (52, 15): R=252, G=18, B=7
Píxel (53, 15): R=251, G=19, B=9
Píxel (54, 15): R=252, G=14, B=11
Píxel (55, 15): R=223, G=26, B=17
Píxel (56, 15): R=174, G=57, B=37
Píxel (57, 15): R=000, G=236, B=218
Píxel (58, 15): R=000, G=247, B=242
Píxel (59, 15): R=000, G=252, B=000
Píxel (60, 15): R=000, G=252, B=000
Píxel (61, 15): R=251, G=251, B=251
Píxel (62, 15): R=252, G=000, B=253
Píxel (63, 15): R=251, G=000, B=251
Píxel (64, 15): R=254, G=000, B=253
Píxel (65, 15): R=000, G=000, B=000
Píxel (66, 15): R=000, G=000, B=000
Píxel (67, 15): R=000, G=000, B=000
Píxel (68, 15): R=000, G=000, B=000
Píxel (69, 15): R=000, G=000, B=000
Píxel (70, 15): R=000, G=000, B=000
Píxel (71, 15): R=000, G=000, B=000
Píxel (72, 15): R=000, G=000, B=000
Píxel (73, 15): R=000, G=000, B=000
Píxel (74, 15): R=254, G=254, B=254
Píxel (75, 15): R=000, G=000, B=000
Píxel (76, 15): R=000, G=000, B=000
Píxel (77, 15): R=000, G=000, B=000
Píxel (78, 15): R=000, G=000, B=000
Píxel (79, 15): R=224, G=224, B=224
Píxel (80, 15): R=185, G=185, B=185
Píxel (81, 15): R=000, G=000, B=000
Píxel (82, 15): R=000, G=000, B=000
Píxel (0, 16): R=000, G=000, B=000
Píxel (1, 16): R=254, G=254, B=254
Píxel (2, 16): R=186, G=186, B=186
Píxel (3, 16): R=223, G=223, B=223
Píxel (4, 16): R=000, G=000, B=000
Píxel (5, 16): R=000, G=000, B=000
Píxel (6, 16): R=000, G=000, B=000
Píxel (7, 16): R=000, G=000, B=000
Píxel (8, 16): R=000, G=000, B=000
Píxel (9, 16): R=000, G=000, B=000
Píxel (10, 16): R=000, G=000, B=000
Píxel (11, 16): R=000, G=000, B=000
Píxel (12, 16): R=000, G=000, B=000
Píxel (13, 16): R=000, G=000, B=000
Píxel (14, 16): R=000, G=000, B=000
Píxel (15, 16): R=254, G=000, B=000
Píxel (16, 16): R=252, G=000, B=000
Píxel (17, 16): R=253, G=254, B=000
Píxel (18, 16): R=000, G=253, B=000
Píxel (19, 16): R=000, G=250, B=000
Píxel (20, 16): R=000, G=253, B=000
Píxel (21, 16): R=000, G=000, B=000
Píxel (22, 16): R=251, G=000, B=252
Píxel (23, 16): R=000, G=254, B=248
Píxel (24, 16): R=000, G=243, B=233
Píxel (25, 16): R=000, G=191, B=179
Píxel (26, 16): R=185, G=22, B=7
Píxel (27, 16): R=236, G=23, B=9
Píxel (28, 16): R=254, G=22, B=10
Píxel (29, 16): R=000, G=18, B=5
Píxel (30, 16): R=253, G=22, B=2
Píxel (31, 16): R=244, G=18, B=0
Píxel (32, 16): R=251, G=20, B=2
Píxel (33, 16): R=251, G=20, B=2
Píxel (34, 16): R=251, G=20, B=2
Píxel (35, 16): R=251, G=20, B=2
Píxel (36, 16): R=251, G=20, B=2
Píxel (37, 16): R=251, G=20, B=2
Píxel (38, 16): R=252, G=19, B=2
Píxel (39, 16): R=252, G=20, B=0
Píxel (40, 16): R=252, G=19, B=2
Píxel (41, 16): R=251, G=20, B=0
Píxel (42, 16): R=251, G=20, B=2
Píxel (43, 16): R=251, G=20, B=0
Píxel (44, 16): R=251, G=20, B=0
Píxel (45, 16): R=251, G=20, B=0
Píxel (46, 16): R=252, G=20, B=0
Píxel (47, 16): R=251, G=20, B=0
Píxel (48, 16): R=250, G=21, B=0
Píxel (49, 16): R=251, G=20, B=0
Píxel (50, 16): R=252, G=19, B=2
Píxel (51, 16): R=254, G=18, B=4
Píxel (52, 16): R=254, G=18, B=7
Píxel (53, 16): R=254, G=18, B=7
Píxel (54, 16): R=253, G=17, B=4
Píxel (55, 16): R=240, G=23, B=8
Píxel (56, 16): R=208, G=21, B=4
Píxel (57, 16): R=230, G=100, B=86
Píxel (58, 16): R=000, G=241, B=235
Píxel (59, 16): R=000, G=253, B=249
Píxel (60, 16): R=254, G=251, B=246
Píxel (61, 16): R=254, G=000, B=250
Píxel (62, 16): R=252, G=000, B=000
Píxel (63, 16): R=252, G=000, B=000
Píxel (64, 16): R=254, G=000, B=000
Píxel (65, 16): R=000, G=000, B=000
Píxel (66, 16): R=000, G=000, B=000
Píxel (67, 16): R=000, G=000, B=000
Píxel (68, 16): R=000, G=000, B=000
Píxel (69, 16): R=000, G=000, B=000
Píxel (70, 16): R=000, G=000, B=000
Píxel (71, 16): R=000, G=000, B=000
Píxel (72, 16): R=000, G=000, B=000
Píxel (73, 16): R=000, G=000, B=000
Píxel (74, 16): R=254, G=254, B=254
Píxel (75, 16): R=000, G=000, B=000
Píxel (76, 16): R=000, G=000, B=000
Píxel (77, 16): R=000, G=000, B=000
Píxel (78, 16): R=000, G=000, B=000
Píxel (79, 16): R=224, G=224, B=224
Píxel (80, 16): R=185, G=185, B=185
Píxel (81, 16): R=000, G=000, B=000
Píxel (82, 16): R=000, G=000, B=000
Píxel (0, 17): R=000, G=000, B=000
Píxel (1, 17): R=254, G=254, B=254
Píxel (2, 17): R=186, G=186, B=186
Píxel (3, 17): R=223, G=223, B=223
Píxel (4, 17): R=000, G=000, B=000
Píxel (5, 17): R=000, G=000, B=000
Píxel (6, 17): R=000, G=000, B=000
Píxel (7, 17): R=000, G=000, B=000
Píxel (8, 17): R=000, G=000, B=000
Píxel (9, 17): R=000, G=000, B=000
Píxel (10, 17): R=000, G=000, B=000
Píxel (11, 17): R=000, G=000, B=000
Píxel (12, 17): R=000, G=000, B=000
Píxel (13, 17): R=000, G=000, B=000
Píxel (14, 17): R=000, G=000, B=000
Píxel (15, 17): R=254, G=000, B=000
Píxel (16, 17): R=252, G=000, B=000
Píxel (17, 17): R=251, G=253, B=252
Píxel (18, 17): R=000, G=252, B=000
Píxel (19, 17): R=000, G=251, B=000
Píxel (20, 17): R=253, G=253, B=000
Píxel (21, 17): R=252, G=000, B=253
Píxel (22, 17): R=251, G=000, B=250
Píxel (23, 17): R=000, G=249, B=239
Píxel (24, 17): R=000, G=236, B=228
Píxel (25, 17): R=170, G=43, B=34
Píxel (26, 17): R=227, G=31, B=17
Píxel (27, 17): R=250, G=19, B=3
Píxel (28, 17): R=251, G=13, B=0
Píxel (29, 17): R=252, G=15, B=0
Píxel (30, 17): R=249, G=19, B=0
Píxel (31, 17): R=254, G=25, B=2
Píxel (32, 17): R=251, G=20, B=0
Píxel (33, 17): R=251, G=20, B=2
Píxel (34, 17): R=251, G=20, B=2
Píxel (35, 17): R=251, G=20, B=2
Píxel (36, 17): R=251, G=20, B=2
Píxel (37, 17): R=251, G=20, B=2
Píxel (38, 17): R=251, G=20, B=2
Píxel (39, 17): R=251, G=20, B=2
Píxel (40, 17): R=251, G=20, B=2
Píxel (41, 17): R=251, G=20, B=2
Píxel (42, 17): R=251, G=20, B=2
Píxel (43, 17): R=251, G=20, B=2
Píxel (44, 17): R=251, G=20, B=2
Píxel (45, 17): R=251, G=20, B=2
Píxel (46, 17): R=251, G=20, B=2
Píxel (47, 17): R=251, G=20, B=2
Píxel (48, 17): R=250, G=21, B=0
Píxel (49, 17): R=251, G=20, B=0
Píxel (50, 17): R=252, G=19, B=2
Píxel (51, 17): R=252, G=19, B=4
Píxel (52, 17): R=254, G=18, B=5
Píxel (53, 17): R=254, G=18, B=5
Píxel (54, 17): R=252, G=19, B=4
Píxel (55, 17): R=249, G=19, B=3
Píxel (56, 17): R=247, G=21, B=7
Píxel (57, 17): R=194, G=20, B=9
Píxel (58, 17): R=000, G=202, B=197
Píxel (59, 17): R=000, G=246, B=240
Píxel (60, 17): R=000, G=252, B=243
Píxel (61, 17): R=000, G=254, B=249
Píxel (62, 17): R=252, G=253, B=000
Píxel (63, 17): R=252, G=253, B=000
Píxel (64, 17): R=000, G=000, B=000
Píxel (65, 17): R=000, G=000, B=000
Píxel (66, 17): R=000, G=000, B=000
Píxel (67, 17): R=000, G=000, B=000
Píxel (68, 17): R=000, G=000, B=000
Píxel (69, 17): R=000, G=000, B=000
Píxel (70, 17): R=000, G=000, B=000
Píxel (71, 17): R=000, G=000, B=000
Píxel (72, 17): R=000, G=000, B=000
Píxel (73, 17): R=000, G=000, B=000
Píxel (74, 17): R=254, G=254, B=254
Píxel (75, 17): R=000, G=000, B=000
Píxel (76, 17): R=000, G=000, B=000
Píxel (77, 17): R=000, G=000, B=000
Píxel (78, 17): R=000, G=000, B=000
Píxel (79, 17): R=224, G=224, B=224
Píxel (80, 17): R=185, G=185, B=185
Píxel (81, 17): R=000, G=000, B=000
Píxel (82, 17): R=000, G=000, B=000
Píxel (0, 18): R=000, G=000, B=000
Píxel (1, 18): R=254, G=254, B=254
Píxel (2, 18): R=186, G=186, B=186
Píxel (3, 18): R=223, G=223, B=223
Píxel (4, 18): R=000, G=000, B=000
Píxel (5, 18): R=000, G=000, B=000
Píxel (6, 18): R=000, G=000, B=000
Píxel (7, 18): R=000, G=000, B=000
Píxel (8, 18): R=000, G=000, B=000
Píxel (9, 18): R=000, G=000, B=000
Píxel (10, 18): R=000, G=000, B=000
Píxel (11, 18): R=000, G=000, B=000
Píxel (12, 18): R=000, G=000, B=000
Píxel (13, 18): R=000, G=000, B=000
Píxel (14, 18): R=000, G=000, B=000
Píxel (15, 18): R=000, G=000, B=000
Píxel (16, 18): R=000, G=000, B=253
Píxel (17, 18): R=000, G=253, B=254
Píxel (18, 18): R=000, G=253, B=000
Píxel (19, 18): R=000, G=253, B=000
Píxel (20, 18): R=253, G=254, B=000
Píxel (21, 18): R=250, G=000, B=254
Píxel (22, 18): R=251, G=000, B=251
Píxel (23, 18): R=000, G=245, B=239
Píxel (24, 18): R=000, G=141, B=141
Píxel (25, 18): R=197, G=19, B=17
Píxel (26, 18): R=240, G=24, B=13
Píxel (27, 18): R=253, G=20, B=5
Píxel (28, 18): R=250, G=19, B=3
Píxel (29, 18): R=252, G=21, B=3
Píxel (30, 18): R=249, G=20, B=0
Píxel (31, 18): R=250, G=21, B=0
Píxel (32, 18): R=251, G=20, B=2
Píxel (33, 18): R=251, G=20, B=2
Píxel (34, 18): R=251, G=20, B=2
Píxel (35, 18): R=251, G=20, B=2
Píxel (36, 18): R=251, G=20, B=2
Píxel (37, 18): R=251, G=20, B=2
Píxel (38, 18): R=251, G=20, B=2
Píxel (39, 18): R=251, G=20, B=2
Píxel (40, 18): R=251, G=20, B=2
Píxel (41, 18): R=251, G=20, B=2
Píxel (42, 18): R=251, G=20, B=2
Píxel (43, 18): R=251, G=20, B=2
Píxel (44, 18): R=251, G=20, B=2
Píxel (45, 18): R=251, G=20, B=2
Píxel (46, 18): R=251, G=20, B=2
Píxel (47, 18): R=251, G=20, B=2
Píxel (48, 18): R=251, G=20, B=2
Píxel (49, 18): R=251, G=20, B=2
Píxel (50, 18): R=252, G=19, B=2
Píxel (51, 18): R=251, G=20, B=2
Píxel (52, 18): R=250, G=20, B=4
Píxel (53, 18): R=250, G=20, B=5
Píxel (54, 18): R=251, G=20, B=4
Píxel (55, 18): R=251, G=19, B=5
Píxel (56, 18): R=251, G=19, B=7
Píxel (57, 18): R=223, G=30, B=21
Píxel (58, 18): R=182, G=64, B=60
Píxel (59, 18): R=000, G=238, B=234
Píxel (60, 18): R=000, G=249, B=244
Píxel (61, 18): R=000, G=000, B=251
Píxel (62, 18): R=253, G=251, B=254
Píxel (63, 18): R=000, G=254, B=000
Píxel (64, 18): R=000, G=000, B=000
Píxel (65, 18): R=000, G=000, B=000
Píxel (66, 18): R=000, G=000, B=000
Píxel (67, 18): R=000, G=000, B=000
Píxel (68, 18): R=000, G=000, B=000
Píxel (69, 18): R=000, G=000, B=000
Píxel (70, 18): R=000, G=000, B=000
Píxel (71, 18): R=000, G=000, B=000
Píxel (72, 18): R=000, G=000, B=000
Píxel (73, 18): R=000, G=000, B=000
Píxel (74, 18): R=254, G=254, B=254
Píxel (75, 18): R=000, G=000, B=000
Píxel (76, 18): R=000, G=000, B=000
Píxel (77, 18): R=000, G=000, B=000
Píxel (78, 18): R=000, G=000, B=000
Píxel (79, 18): R=224, G=224, B=224
Píxel (80, 18): R=185, G=185, B=185
Píxel (81, 18): R=000, G=000, B=000
Píxel (82, 18): R=000, G=000, B=000
Píxel (0, 19): R=000, G=000, B=000
Píxel (1, 19): R=254, G=254, B=254
Píxel (2, 19): R=186, G=186, B=186
Píxel (3, 19): R=223, G=223, B=223
Píxel (4, 19): R=000, G=000, B=000
Píxel (5, 19): R=000, G=000, B=000
Píxel (6, 19): R=000, G=000, B=000
Píxel (7, 19): R=000, G=000, B=000
Píxel (8, 19): R=000, G=000, B=000
Píxel (9, 19): R=000, G=000, B=000
Píxel (10, 19): R=000, G=000, B=000
Píxel (11, 19): R=000, G=000, B=000
Píxel (12, 19): R=000, G=000, B=000
Píxel (13, 19): R=000, G=000, B=000
Píxel (14, 19): R=000, G=000, B=000
Píxel (15, 19): R=000, G=000, B=000
Píxel (16, 19): R=000, G=254, B=252
Píxel (17, 19): R=000, G=000, B=253
Píxel (18, 19): R=000, G=252, B=253
Píxel (19, 19): R=000, G=254, B=000
Píxel (20, 19): R=252, G=000, B=000
Píxel (21, 19): R=251, G=252, B=254
Píxel (22, 19): R=000, G=253, B=250
Píxel (23, 19): R=000, G=234, B=232
Píxel (24, 19): R=196, G=38, B=39
Píxel (25, 19): R=241, G=26, B=24
Píxel (26, 19): R=248, G=17, B=9
Píxel (27, 19): R=251, G=18, B=3
Píxel (28, 19): R=253, G=23, B=7
Píxel (29, 19): R=249, G=22, B=3
Píxel (30, 19): R=251, G=22, B=3
Píxel (31, 19): R=251, G=20, B=2
Píxel (32, 19): R=251, G=20, B=2
Píxel (33, 19): R=251, G=20, B=2
Píxel (34, 19): R=251, G=20, B=2
Píxel (35, 19): R=251, G=20, B=2
Píxel (36, 19): R=251, G=20, B=2
Píxel (37, 19): R=251, G=20, B=2
Píxel (38, 19): R=251, G=20, B=2
Píxel (39, 19): R=251, G=20, B=2
Píxel (40, 19): R=251, G=20, B=2
Píxel (41, 19): R=251, G=20, B=2
Píxel (42, 19): R=251, G=20, B=2
Píxel (43, 19): R=251, G=20, B=2
Píxel (44, 19): R=251, G=20, B=2
Píxel (45, 19): R=251, G=20, B=2
Píxel (46, 19): R=251, G=20, B=2
Píxel (47, 19): R=251, G=20, B=2
Píxel (48, 19): R=251, G=20, B=2
Píxel (49, 19): R=251, G=20, B=2
Píxel (50, 19): R=252, G=19, B=2
Píxel (51, 19): R=251, G=20, B=2
Píxel (52, 19): R=248, G=21, B=2
Píxel (53, 19): R=247, G=22, B=4
Píxel (54, 19): R=251, G=19, B=5
Píxel (55, 19): R=252, G=19, B=5
Píxel (56, 19): R=252, G=18, B=7
Píxel (57, 19): R=232, G=24, B=14
Píxel (58, 19): R=180, G=22, B=19
Píxel (59, 19): R=000, G=185, B=184
Píxel (60, 19): R=000, G=246, B=243
Píxel (61, 19): R=254, G=253, B=251
Píxel (62, 19): R=000, G=252, B=000
Píxel (63, 19): R=000, G=253, B=000
Píxel (64, 19): R=000, G=254, B=000
Píxel (65, 19): R=000, G=000, B=000
Píxel (66, 19): R=000, G=000, B=000
Píxel (67, 19): R=000, G=000, B=000
Píxel (68, 19): R=000, G=000, B=000
Píxel (69, 19): R=000, G=000, B=000
Píxel (70, 19): R=000, G=000, B=000
Píxel (71, 19): R=000, G=000, B=000
Píxel (72, 19): R=000, G=000, B=000
Píxel (73, 19): R=000, G=000, B=000
Píxel (74, 19): R=254, G=254, B=254
Píxel (75, 19): R=000, G=000, B=000
Píxel (76, 19): R=000, G=000, B=000
Píxel (77, 19): R=000, G=000, B=000
Píxel (78, 19): R=000, G=000, B=000
Píxel (79, 19): R=224, G=224, B=224
Píxel (80, 19): R=185, G=185, B=185
Píxel (81, 19): R=000, G=000, B=000
Píxel (82, 19): R=000, G=000, B=000
Píxel (0, 20): R=000, G=000, B=000
Píxel (1, 20): R=254, G=254, B=254
Píxel (2, 20): R=186, G=186, B=186
Píxel (3, 20): R=223, G=223, B=223
Píxel (4, 20): R=000, G=000, B=000
Píxel (5, 20): R=000, G=000, B=000
Píxel (6, 20): R=000, G=000, B=000
Píxel (7, 20): R=000, G=000, B=000
Píxel (8, 20): R=000, G=000, B=000
Píxel (9, 20): R=000, G=000, B=000
Píxel (10, 20): R=000, G=000, B=000
Píxel (11, 20): R=000, G=000, B=000
Píxel (12, 20): R=000, G=000, B=000
Píxel (13, 20): R=000, G=000, B=000
Píxel (14, 20): R=000, G=000, B=000
Píxel (15, 20): R=000, G=000, B=000
Píxel (16, 20): R=000, G=000, B=253
Píxel (17, 20): R=000, G=000, B=253
Píxel (18, 20): R=253, G=253, B=251
Píxel (19, 20): R=254, G=000, B=000
Píxel (20, 20): R=250, G=254, B=000
Píxel (21, 20): R=000, G=251, B=000
Píxel (22, 20): R=000, G=246, B=248
Píxel (23, 20): R=000, G=180, B=180
Píxel (24, 20): R=205, G=15, B=15
Píxel (25, 20): R=249, G=12, B=6
Píxel (26, 20): R=254, G=18, B=7
Píxel (27, 20): R=250, G=19, B=3
Píxel (28, 20): R=246, G=21, B=1
Píxel (29, 20): R=249, G=24, B=4
Píxel (30, 20): R=248, G=17, B=0
Píxel (31, 20): R=254, G=21, B=4
Píxel (32, 20): R=252, G=19, B=2
Píxel (33, 20): R=251, G=20, B=2
Píxel (34, 20): R=251, G=20, B=2
Píxel (35, 20): R=251, G=20, B=2
Píxel (36, 20): R=251, G=20, B=2
Píxel (37, 20): R=251, G=20, B=2
Píxel (38, 20): R=251, G=20, B=2
Píxel (39, 20): R=251, G=20, B=2
Píxel (40, 20): R=251, G=20, B=2
Píxel (41, 20): R=251, G=20, B=2
Píxel (42, 20): R=251, G=20, B=2
Píxel (43, 20): R=251, G=20, B=2
Píxel (44, 20): R=251, G=20, B=2
Píxel (45, 20): R=251, G=20, B=2
Píxel (46, 20): R=251, G=20, B=2
Píxel (47, 20): R=251, G=20, B=2
Píxel (48, 20): R=250, G=20, B=4
Píxel (49, 20): R=251, G=20, B=2
Píxel (50, 20): R=252, G=19, B=2
Píxel (51, 20): R=251, G=20, B=0
Píxel (52, 20): R=247, G=22, B=0
Píxel (53, 20): R=245, G=23, B=2
Píxel (54, 20): R=250, G=20, B=5
Píxel (55, 20): R=252, G=18, B=7
Píxel (56, 20): R=250, G=17, B=3
Píxel (57, 20): R=240, G=17, B=9
Píxel (58, 20): R=222, G=27, B=21
Píxel (59, 20): R=233, G=98, B=95
Píxel (60, 20): R=000, G=239, B=238
Píxel (61, 20): R=000, G=253, B=254
Píxel (62, 20): R=000, G=253, B=000
Píxel (63, 20): R=000, G=251, B=253
Píxel (64, 20): R=000, G=254, B=000
Píxel (65, 20): R=000, G=000, B=000
Píxel (66, 20): R=000, G=000, B=000
Píxel (67, 20): R=000, G=000, B=000
Píxel (68, 20): R=000, G=000, B=000
Píxel (69, 20): R=000, G=000, B=000
Píxel (70, 20): R=000, G=000, B=000
Píxel (71, 20): R=000, G=000, B=000
Píxel (72, 20): R=000, G=000, B=000
Píxel (73, 20): R=000, G=000, B=000
Píxel (74, 20): R=254, G=254, B=254
Píxel (75, 20): R=000, G=000, B=000
Píxel (76, 20): R=000, G=000, B=000
Píxel (77, 20): R=000, G=000, B=000
Píxel (78, 20): R=000, G=000, B=000
Píxel (79, 20): R=224, G=224, B=224
Píxel (80, 20): R=185, G=185, B=185
Píxel (81, 20): R=000, G=000, B=000
Píxel (82, 20): R=000, G=000, B=000
Píxel (0, 21): R=000, G=000, B=000
Píxel (1, 21): R=254, G=254, B=254
Píxel (2, 21): R=186, G=186, B=186
Píxel (3, 21): R=223, G=223, B=223
Píxel (4, 21): R=000, G=000, B=000
Píxel (5, 21): R=000, G=000, B=000
Píxel (6, 21): R=000, G=000, B=000
Píxel (7, 21): R=000, G=000, B=000
Píxel (8, 21): R=000, G=000, B=000
Píxel (9, 21): R=000, G=000, B=000
Píxel (10, 21): R=000, G=000, B=000
Píxel (11, 21): R=000, G=000, B=000
Píxel (12, 21): R=000, G=000, B=000
Píxel (13, 21): R=000, G=000, B=000
Píxel (14, 21): R=000, G=000, B=000
Píxel (15, 21): R=000, G=000, B=000
Píxel (16, 21): R=254, G=000, B=253
Píxel (17, 21): R=251, G=253, B=248
Píxel (18, 21): R=254, G=000, B=253
Píxel (19, 21): R=254, G=000, B=000
Píxel (20, 21): R=246, G=250, B=253
Píxel (21, 21): R=000, G=249, B=000
Píxel (22, 21): R=000, G=238, B=243
Píxel (23, 21): R=219, G=103, B=104
Píxel (24, 21): R=225, G=22, B=16
Píxel (25, 21): R=000, G=22, B=10
Píxel (26, 21): R=251, G=15, B=1
Píxel (27, 21): R=252, G=22, B=6
Píxel (28, 21): R=245, G=20, B=0
Píxel (29, 21): R=251, G=24, B=5
Píxel (30, 21): R=249, G=16, B=1
Píxel (31, 21): R=253, G=17, B=3
Píxel (32, 21): R=252, G=19, B=2
Píxel (33, 21): R=251, G=20, B=2
Píxel (34, 21): R=251, G=20, B=2
Píxel (35, 21): R=251, G=20, B=2
Píxel (36, 21): R=251, G=20, B=2
Píxel (37, 21): R=251, G=20, B=2
Píxel (38, 21): R=251, G=20, B=2
Píxel (39, 21): R=251, G=20, B=2
Píxel (40, 21): R=251, G=20, B=2
Píxel (41, 21): R=251, G=20, B=2
Píxel (42, 21): R=251, G=20, B=2
Píxel (43, 21): R=251, G=20, B=2
Píxel (44, 21): R=251, G=20, B=2
Píxel (45, 21): R=251, G=20, B=2
Píxel (46, 21): R=251, G=20, B=2
Píxel (47, 21): R=251, G=20, B=2
Píxel (48, 21): R=250, G=20, B=4
Píxel (49, 21): R=251, G=20, B=2
Píxel (50, 21): R=252, G=19, B=2
Píxel (51, 21): R=251, G=20, B=0
Píxel (52, 21): R=247, G=23, B=0
Píxel (53, 21): R=245, G=23, B=0
Píxel (54, 21): R=250, G=20, B=4
Píxel (55, 21): R=251, G=19, B=5
Píxel (56, 21): R=254, G=22, B=8
Píxel (57, 21): R=245, G=17, B=4
Píxel (58, 21): R=240, G=22, B=13
Píxel (59, 21): R=186, G=24, B=19
Píxel (60, 21): R=000, G=239, B=236
Píxel (61, 21): R=000, G=254, B=253
Píxel (62, 21): R=000, G=250, B=250
Píxel (63, 21): R=000, G=253, B=253
Píxel (64, 21): R=000, G=254, B=000
Píxel (65, 21): R=000, G=000, B=000
Píxel (66, 21): R=000, G=000, B=000
Píxel (67, 21): R=000, G=000, B=000
Píxel (68, 21): R=000, G=000, B=000
Píxel (69, 21): R=000, G=000, B=000
Píxel (70, 21): R=000, G=000, B=000
Píxel (71, 21): R=000, G=000, B=000
Píxel (72, 21): R=000, G=000, B=000
Píxel (73, 21): R=000, G=000, B=000
Píxel (74, 21): R=254, G=254, B=254
Píxel (75, 21): R=000, G=000, B=000
Píxel (76, 21): R=000, G=000, B=000
Píxel (77, 21): R=000, G=000, B=000
Píxel (78, 21): R=000, G=000, B=000
Píxel (79, 21): R=224, G=224, B=224
Píxel (80, 21): R=185, G=185, B=185
Píxel (81, 21): R=000, G=000, B=000
Píxel (82, 21): R=000, G=000, B=000
Píxel (0, 22): R=000, G=000, B=000
Píxel (1, 22): R=254, G=254, B=254
Píxel (2, 22): R=186, G=186, B=186
Píxel (3, 22): R=223, G=223, B=223
Píxel (4, 22): R=000, G=000, B=000
Píxel (5, 22): R=000, G=000, B=000
Píxel (6, 22): R=000, G=000, B=000
Píxel (7, 22): R=000, G=000, B=000
Píxel (8, 22): R=000, G=000, B=000
Píxel (9, 22): R=000, G=000, B=000
Píxel (10, 22): R=000, G=000, B=000
Píxel (11, 22): R=000, G=000, B=000
Píxel (12, 22): R=000, G=000, B=000
Píxel (13, 22): R=000, G=000, B=000
Píxel (14, 22): R=000, G=000, B=000
Píxel (15, 22): R=254, G=000, B=000
Píxel (16, 22): R=252, G=000, B=253
Píxel (17, 22): R=250, G=000, B=252
Píxel (18, 22): R=254, G=000, B=251
Píxel (19, 22): R=254, G=000, B=000
Píxel (20, 22): R=250, G=251, B=000
Píxel (21, 22): R=000, G=247, B=253
Píxel (22, 22): R=000, G=226, B=232
Píxel (23, 22): R=187, G=47, B=46
Píxel (24, 22): R=228, G=26, B=12
Píxel (25, 22): R=245, G=14, B=0
Píxel (26, 22): R=249, G=19, B=3
Píxel (27, 22): R=249, G=22, B=5
Píxel (28, 22): R=247, G=22, B=0
Píxel (29, 22): R=247, G=18, B=0
Píxel (30, 22): R=000, G=22, B=5
Píxel (31, 22): R=000, G=17, B=4
Píxel (32, 22): R=252, G=19, B=2
Píxel (33, 22): R=251, G=20, B=2
Píxel (34, 22): R=251, G=20, B=2
Píxel (35, 22): R=251, G=20, B=2
Píxel (36, 22): R=251, G=20, B=2
Píxel (37, 22): R=251, G=20, B=2
Píxel (38, 22): R=251, G=20, B=2
Píxel (39, 22): R=251, G=20, B=2
Píxel (40, 22): R=251, G=20, B=2
Píxel (41, 22): R=251, G=20, B=2
Píxel (42, 22): R=251, G=20, B=2
Píxel (43, 22): R=251, G=20, B=2
Píxel (44, 22): R=251, G=20, B=2
Píxel (45, 22): R=251, G=20, B=2
Píxel (46, 22): R=251, G=20, B=2
Píxel (47, 22): R=251, G=20, B=2
Píxel (48, 22): R=250, G=20, B=4
Píxel (49, 22): R=250, G=21, B=2
Píxel (50, 22): R=252, G=19, B=2
Píxel (51, 22): R=252, G=20, B=0
Píxel (52, 22): R=248, G=22, B=0
Píxel (53, 22): R=248, G=22, B=0
Píxel (54, 22): R=250, G=21, B=2
Píxel (55, 22): R=250, G=20, B=4
Píxel (56, 22): R=247, G=20, B=4
Píxel (57, 22): R=247, G=20, B=4
Píxel (58, 22): R=243, G=13, B=0
Píxel (59, 22): R=202, G=25, B=15
Píxel (60, 22): R=000, G=199, B=193
Píxel (61, 22): R=000, G=248, B=246
Píxel (62, 22): R=000, G=253, B=253
Píxel (63, 22): R=254, G=252, B=253
Píxel (64, 22): R=000, G=254, B=000
Píxel (65, 22): R=000, G=000, B=000
Píxel (66, 22): R=000, G=000, B=000
Píxel (67, 22): R=000, G=000, B=000
Píxel (68, 22): R=000, G=000, B=000
Píxel (69, 22): R=000, G=000, B=000
Píxel (70, 22): R=000, G=000, B=000
Píxel (71, 22): R=000, G=000, B=000
Píxel (72, 22): R=000, G=000, B=000
Píxel (73, 22): R=000, G=000, B=000
Píxel (74, 22): R=254, G=254, B=254
Píxel (75, 22): R=000, G=000, B=000
Píxel (76, 22): R=000, G=000, B=000
Píxel (77, 22): R=000, G=000, B=000
Píxel (78, 22): R=000, G=000, B=000
