
Píxel (0, 0): R=245, G=255, B=255
Píxel (19, 29): R=0001, G=20, B=2
Píxel (20, 29): R=0001, G=20, B=2
Píxel (21, 29): R=0001, G=20, B=2
Píxel (22, 29): R=0001, G=20, B=2
Píxel (23, 29): R=0001, G=20, B=2
Píxel (24, 29): R=000, G=21, B=3
Píxel (25, 29): R=000, G=21, B=3
Píxel (26, 29): R=000, G=21, B=3
Píxel (27, 29): R=000, G=21, B=3
Píxel (28, 29): R=000, G=21, B=3
Píxel (29, 29): R=000, G=21, B=3
Píxel (30, 29): R=000, G=21, B=3
Píxel (31, 29): R=0001, G=21, B=5
Píxel (32, 29): R=246, G=20, B=4
Píxel (33, 29): R=246, G=19, B=3
Píxel (34, 29): R=0001, G=20, B=4
Píxel (35, 29): R=247, G=19, B=6
Píxel (36, 29): R=236, G=19, B=12
Píxel (37, 29): R=200, G=27, B=21
Píxel (38, 29): R=180, G=81, B=75
Píxel (39, 29): R=0005, G=238, B=229
Píxel (40, 29): R=0005, G=249, B=243
Píxel (41, 29): R=0004, G=255, B=251
Píxel (0, 30): R=0003, G=249, B=250
Píxel (1, 30): R=0005, G=254, B=253
Píxel (2, 30): R=0005, G=252, B=253
Píxel (3, 30): R=0005, G=239, B=236
Píxel (4, 30): R=0005, G=229, B=224
Píxel (5, 30): R=177, G=73, B=62
Píxel (6, 30): R=188, G=26, B=11
Píxel (7, 30): R=224, G=25, B=4
Píxel (8, 30): R=244, G=26, B=0
Píxel (9, 30): R=000, G=23, B=0
Píxel (10, 30): R=0005, G=20, B=0
Píxel (11, 30): R=0005, G=20, B=3
Píxel (12, 30): R=249, G=22, B=6
Píxel (13, 30): R=249, G=21, B=8
Píxel (14, 30): R=0003, G=19, B=8
Píxel (15, 30): R=0005, G=19, B=6
Píxel (16, 30): R=000, G=19, B=4
Píxel (17, 30): R=0001, G=20, B=2
Píxel (18, 30): R=0001, G=20, B=2
Píxel (19, 30): R=0001, G=20, B=2
Píxel (20, 30): R=0001, G=20, B=2
Píxel (21, 30): R=0001, G=20, B=2
Píxel (22, 30): R=0001, G=20, B=2
Píxel (23, 30): R=0001, G=20, B=2
Píxel (24, 30): R=0001, G=20, B=2
Píxel (25, 30): R=0001, G=20, B=2
Píxel (26, 30): R=0001, G=20, B=2
Píxel (27, 30): R=0001, G=20, B=2
Píxel (28, 30): R=0001, G=20, B=2
Píxel (29, 30): R=0001, G=20, B=2
Píxel (30, 30): R=0001, G=20, B=2
Píxel (31, 30): R=0000, G=20, B=4
Píxel (32, 30): R=245, G=19, B=3
Píxel (33, 30): R=249, G=23, B=7
Píxel (34, 30): R=248, G=18, B=2
Píxel (35, 30): R=240, G=17, B=2
Píxel (36, 30): R=241, G=32, B=25
Píxel (37, 30): R=184, G=27, B=20
Píxel (38, 30): R=0005, G=201, B=189
Píxel (39, 30): R=0005, G=238, B=227
Píxel (40, 30): R=0005, G=252, B=247
Píxel (41, 30): R=0005, G=254, B=253
Píxel (0, 31): R=0005, G=253, B=255
Píxel (1, 31): R=000, G=246, B=250
Píxel (2, 31): R=0005, G=253, B=255
Píxel (3, 31): R=0005, G=247, B=247
Píxel (4, 31): R=0005, G=235, B=232
Píxel (5, 31): R=0005, G=190, B=182
Píxel (6, 31): R=168, G=34, B=22
Píxel (7, 31): R=219, G=42, B=24
Píxel (8, 31): R=233, G=27, B=3
Píxel (9, 31): R=247, G=21, B=0
Píxel (10, 31): R=0004, G=18, B=0
Píxel (11, 31): R=0004, G=18, B=0
Píxel (12, 31): R=0000, G=19, B=1
Píxel (13, 31): R=247, G=20, B=3
Píxel (14, 31): R=0000, G=18, B=6
Píxel (15, 31): R=0001, G=18, B=4
Píxel (16, 31): R=000, G=19, B=2
Píxel (17, 31): R=0001, G=20, B=2
Píxel (18, 31): R=0001, G=20, B=2
Píxel (19, 31): R=0001, G=20, B=2
Píxel (20, 31): R=0001, G=20, B=2
Píxel (21, 31): R=0001, G=20, B=2
Píxel (22, 31): R=000, G=19, B=2
Píxel (23, 31): R=0001, G=20, B=2
Píxel (24, 31): R=0001, G=20, B=4
Píxel (25, 31): R=0001, G=20, B=2
Píxel (26, 31): R=0001, G=20, B=2
Píxel (27, 31): R=0001, G=20, B=2
Píxel (28, 31): R=0001, G=20, B=0
Píxel (29, 31): R=0001, G=20, B=0
Píxel (30, 31): R=0001, G=20, B=0
Píxel (31, 31): R=0000, G=21, B=2
Píxel (32, 31): R=246, G=20, B=4
Píxel (33, 31): R=243, G=22, B=6
Píxel (34, 31): R=243, G=26, B=11
Píxel (35, 31): R=227, G=25, B=13
Píxel (36, 31): R=199, G=22, B=16
Píxel (37, 31): R=233, G=110, B=103
Píxel (38, 31): R=0005, G=240, B=227
Píxel (39, 31): R=0005, G=252, B=240
Píxel (40, 31): R=0005, G=253, B=250
Píxel (41, 31): R=0005, G=251, B=253
Píxel (0, 32): R=0005, G=249, B=255
Píxel (1, 32): R=0005, G=252, B=255
Píxel (2, 32): R=0003, G=254, B=255
Píxel (3, 32): R=0005, G=254, B=255
Píxel (4, 32): R=0005, G=243, B=245
Píxel (5, 32): R=0005, G=223, B=223
Píxel (6, 32): R=000, G=148, B=145
Píxel (7, 32): R=165, G=16, B=9
Píxel (8, 32): R=228, G=38, B=22
Píxel (9, 32): R=238, G=22, B=1
Píxel (10, 32): R=0004, G=23, B=0
Píxel (11, 32): R=0005, G=25, B=0
Píxel (12, 32): R=0003, G=19, B=0
Píxel (13, 32): R=0004, G=24, B=1
Píxel (14, 32): R=248, G=16, B=2
Píxel (15, 32): R=000, G=20, B=6
Píxel (16, 32): R=0001, G=18, B=1
Píxel (17, 32): R=0003, G=21, B=1
Píxel (18, 32): R=0004, G=21, B=4
Píxel (19, 32): R=000, G=19, B=2
Píxel (20, 32): R=0001, G=18, B=3
Píxel (21, 32): R=0001, G=18, B=3
Píxel (22, 32): R=0005, G=19, B=5
Píxel (23, 32): R=0004, G=21, B=6
Píxel (24, 32): R=000, G=19, B=5
Píxel (25, 32): R=0005, G=22, B=7
Píxel (26, 32): R=000, G=21, B=3
Píxel (27, 32): R=247, G=16, B=0
Píxel (28, 32): R=0001, G=22, B=0
Píxel (29, 32): R=0001, G=23, B=0
Píxel (30, 32): R=244, G=16, B=0
Píxel (31, 32): R=0005, G=26, B=3
Píxel (32, 32): R=0000, G=20, B=4
Píxel (33, 32): R=240, G=22, B=10
Píxel (34, 32): R=228, G=34, B=24
Píxel (35, 32): R=193, G=32, B=24
Píxel (36, 32): R=190, G=73, B=66
Píxel (37, 32): R=0005, G=216, B=209
Píxel (38, 32): R=0005, G=247, B=238
Píxel (39, 32): R=0003, G=254, B=248
Píxel (40, 32): R=0005, G=252, B=253
Píxel (41, 32): R=0005, G=251, B=255
Píxel (0, 33): R=0005, G=251, B=255
Píxel (1, 33): R=0005, G=253, B=255
Píxel (2, 33): R=247, G=252, B=255
Píxel (3, 33): R=247, G=252, B=255
Píxel (4, 33): R=0004, G=249, B=253
Píxel (5, 33): R=0005, G=246, B=248
Píxel (6, 33): R=0005, G=209, B=210
Píxel (7, 33): R=218, G=109, B=106
Píxel (8, 33): R=178, G=21, B=12
Píxel (9, 33): R=225, G=33, B=18
Píxel (10, 33): R=246, G=27, B=7
Píxel (11, 33): R=000, G=20, B=0
Píxel (12, 33): R=0001, G=15, B=0
Píxel (13, 33): R=0004, G=19, B=0
Píxel (14, 33): R=249, G=19, B=3
Píxel (15, 33): R=0001, G=21, B=6
Píxel (16, 33): R=0004, G=21, B=4
Píxel (17, 33): R=000, G=20, B=0
Píxel (18, 33): R=0001, G=18, B=1
Píxel (19, 33): R=000, G=19, B=2
Píxel (20, 33): R=0003, G=18, B=1
Píxel (21, 33): R=000, G=16, B=2
Píxel (22, 33): R=0003, G=17, B=3
Píxel (23, 33): R=0003, G=20, B=5
Píxel (24, 33): R=248, G=15, B=0
Píxel (25, 33): R=000, G=21, B=5
Píxel (26, 33): R=000, G=21, B=5
Píxel (27, 33): R=246, G=15, B=0
Píxel (28, 33): R=0003, G=24, B=5
Píxel (29, 33): R=0005, G=27, B=6
Píxel (30, 33): R=243, G=17, B=0
Píxel (31, 33): R=244, G=19, B=0
Píxel (32, 33): R=0001, G=31, B=17
Píxel (33, 33): R=223, G=25, B=16
Píxel (34, 33): R=198, G=37, B=27
Píxel (35, 33): R=155, G=38, B=29
Píxel (36, 33): R=0005, G=210, B=203
Píxel (37, 33): R=0005, G=245, B=238
Píxel (38, 33): R=0005, G=249, B=245
Píxel (39, 33): R=000, G=252, B=250
Píxel (40, 33): R=0005, G=253, B=254
Píxel (41, 33): R=0005, G=252, B=255
Píxel (0, 34): R=0005, G=254, B=248
Píxel (1, 34): R=0005, G=254, B=249
Píxel (2, 34): R=0000, G=252, B=251
Píxel (3, 34): R=249, G=255, B=255
Píxel (4, 34): R=244, G=254, B=255
Píxel (5, 34): R=0003, G=253, B=253
Píxel (6, 34): R=0005, G=249, B=246
Píxel (7, 34): R=0005, G=211, B=207
Píxel (8, 34): R=201, G=96, B=90
Píxel (9, 34): R=182, G=29, B=21
Píxel (10, 34): R=224, G=25, B=18
Píxel (11, 34): R=0004, G=27, B=18
Píxel (12, 34): R=0005, G=20, B=8
Píxel (13, 34): R=0005, G=15, B=2
Píxel (14, 34): R=245, G=15, B=0
Píxel (15, 34): R=0001, G=24, B=7
Píxel (16, 34): R=0000, G=17, B=2
Píxel (17, 34): R=0001, G=15, B=1
Píxel (18, 34): R=0003, G=17, B=3
Píxel (19, 34): R=0005, G=23, B=6
Píxel (20, 34): R=0005, G=24, B=7
Píxel (21, 34): R=0003, G=21, B=1
Píxel (22, 34): R=0001, G=19, B=0
Píxel (23, 34): R=0001, G=20, B=0
Píxel (24, 34): R=0005, G=27, B=9
Píxel (25, 34): R=240, G=9, B=0
Píxel (26, 34): R=0000, G=19, B=3
Píxel (27, 34): R=0005, G=26, B=11
Píxel (28, 34): R=246, G=16, B=3
Píxel (29, 34): R=249, G=18, B=8
Píxel (30, 34): R=0003, G=22, B=14
Píxel (31, 34): R=238, G=20, B=11
Píxel (32, 34): R=220, G=23, B=15
Píxel (33, 34): R=202, G=41, B=31
Píxel (34, 34): R=153, G=40, B=26
Píxel (35, 34): R=0005, G=215, B=201
Píxel (36, 34): R=0005, G=236, B=227
Píxel (37, 34): R=0005, G=245, B=238
Píxel (38, 34): R=0005, G=251, B=251
Píxel (39, 34): R=0004, G=245, B=248
Píxel (40, 34): R=0005, G=253, B=255
Píxel (41, 34): R=0005, G=253, B=255
Píxel (0, 35): R=0005, G=254, B=242
Píxel (1, 35): R=0005, G=254, B=242
Píxel (2, 35): R=0004, G=253, B=249
Píxel (3, 35): R=000, G=255, B=255
Píxel (4, 35): R=245, G=255, B=255
Píxel (5, 35): R=235, G=245, B=247
Píxel (6, 35): R=0001, G=252, B=254
Píxel (7, 35): R=0005, G=249, B=248
Píxel (8, 35): R=0005, G=212, B=209
Píxel (9, 35): R=220, G=115, B=111
Píxel (10, 35): R=180, G=26, B=24
Píxel (11, 35): R=217, G=28, B=24
Píxel (12, 35): R=235, G=24, B=17
Píxel (13, 35): R=242, G=21, B=12
Píxel (14, 35): R=243, G=26, B=11
Píxel (15, 35): R=246, G=26, B=10
Píxel (16, 35): R=249, G=21, B=8
Píxel (17, 35): R=0001, G=19, B=7
Píxel (18, 35): R=0000, G=17, B=3
Píxel (19, 35): R=247, G=16, B=0
Píxel (20, 35): R=248, G=16, B=0
Píxel (21, 35): R=248, G=18, B=0
Píxel (22, 35): R=0000, G=20, B=0
Píxel (23, 35): R=0001, G=22, B=0
Píxel (24, 35): R=247, G=18, B=0
Píxel (25, 35): R=0005, G=29, B=10
Píxel (26, 35): R=0000, G=27, B=10
Píxel (27, 35): R=236, G=14, B=1
Píxel (28, 35): R=241, G=20, B=12
Píxel (29, 35): R=246, G=27, B=23
Píxel (30, 35): R=237, G=19, B=18
Píxel (31, 35): R=224, G=26, B=25
Píxel (32, 35): R=194, G=35, B=31
Píxel (33, 35): R=174, G=57, B=48
Píxel (34, 35): R=0005, G=210, B=196
Píxel (35, 35): R=0005, G=240, B=227
Píxel (36, 35): R=0005, G=249, B=240
Píxel (37, 35): R=0005, G=251, B=247
Píxel (38, 35): R=0005, G=250, B=254
Píxel (39, 35): R=0005, G=251, B=255
Píxel (40, 35): R=0005, G=252, B=255
Píxel (41, 35): R=0005, G=253, B=255
Píxel (0, 36): R=0005, G=253, B=238
Píxel (1, 36): R=0005, G=255, B=244
Píxel (2, 36): R=0005, G=252, B=248
Píxel (3, 36): R=0004, G=250, B=251
Píxel (4, 36): R=0004, G=251, B=255
Píxel (5, 36): R=0003, G=253, B=255
Píxel (6, 36): R=0001, G=254, B=255
Píxel (7, 36): R=0003, G=248, B=252
Píxel (8, 36): R=0005, G=243, B=242
Píxel (9, 36): R=0005, G=233, B=229
Píxel (10, 36): R=0005, G=178, B=173
Píxel (11, 36): R=150, G=31, B=23
Píxel (12, 36): R=189, G=36, B=28
Píxel (13, 36): R=210, G=32, B=22
Píxel (14, 36): R=224, G=27, B=18
Píxel (15, 36): R=230, G=22, B=12
Píxel (16, 36): R=234, G=16, B=6
Píxel (17, 36): R=244, G=20, B=10
Píxel (18, 36): R=248, G=22, B=8
Píxel (19, 36): R=247, G=20, B=3
Píxel (20, 36): R=248, G=19, B=0
Píxel (21, 36): R=0001, G=22, B=0
Píxel (22, 36): R=0001, G=23, B=0
Píxel (23, 36): R=247, G=22, B=0
Píxel (24, 36): R=243, G=22, B=0
Píxel (25, 36): R=241, G=22, B=0
Píxel (26, 36): R=239, G=28, B=9
Píxel (27, 36): R=230, G=24, B=11
Píxel (28, 36): R=223, G=24, B=17
Píxel (29, 36): R=227, G=32, B=30
Píxel (30, 36): R=217, G=27, B=29
Píxel (31, 36): R=189, G=26, B=27
Píxel (32, 36): R=215, G=106, B=103
Píxel (33, 36): R=0005, G=217, B=208
Píxel (34, 36): R=0005, G=240, B=231
Píxel (35, 36): R=0005, G=250, B=241
Píxel (36, 36): R=000, G=251, B=246
Píxel (37, 36): R=0000, G=252, B=251
Píxel (38, 36): R=0005, G=254, B=255
Píxel (39, 36): R=0000, G=245, B=252
Píxel (40, 36): R=0004, G=253, B=255
Píxel (41, 36): R=0004, G=254, B=255
Píxel (0, 37): R=0005, G=255, B=243
Píxel (1, 37): R=0005, G=255, B=246
Píxel (2, 37): R=0005, G=250, B=247
Píxel (3, 37): R=0005, G=248, B=251
Píxel (4, 37): R=0005, G=251, B=255
Píxel (5, 37): R=0005, G=252, B=255
Píxel (6, 37): R=0003, G=251, B=255
Píxel (7, 37): R=0003, G=252, B=255
Píxel (8, 37): R=0005, G=254, B=255
Píxel (9, 37): R=0003, G=239, B=236
Píxel (10, 37): R=0005, G=240, B=234
Píxel (11, 37): R=0005, G=228, B=219
Píxel (12, 37): R=208, G=110, B=101
Píxel (13, 37): R=166, G=38, B=29
Píxel (14, 37): R=187, G=30, B=23
Píxel (15, 37): R=210, G=33, B=27
Píxel (16, 37): R=225, G=34, B=26
Píxel (17, 37): R=231, G=33, B=24
Píxel (18, 37): R=233, G=29, B=18
Píxel (19, 37): R=234, G=24, B=11
Píxel (20, 37): R=237, G=21, B=6
Píxel (21, 37): R=241, G=24, B=5
Píxel (22, 37): R=245, G=26, B=4
Píxel (23, 37): R=241, G=27, B=3
Píxel (24, 37): R=238, G=29, B=7
Píxel (25, 37): R=230, G=31, B=12
Píxel (26, 37): R=221, G=35, B=20
Píxel (27, 37): R=215, G=43, B=31
Píxel (28, 37): R=196, G=39, B=30
Píxel (29, 37): R=164, G=19, B=14
Píxel (30, 37): R=198, G=63, B=60
Píxel (31, 37): R=0005, G=174, B=172
Píxel (32, 37): R=0005, G=227, B=222
Píxel (33, 37): R=0005, G=247, B=239
Píxel (34, 37): R=0005, G=250, B=243
Píxel (35, 37): R=000, G=247, B=243
Píxel (36, 37): R=0004, G=255, B=255
Píxel (37, 37): R=0000, G=255, B=255
Píxel (38, 37): R=246, G=249, B=254
Píxel (39, 37): R=249, G=250, B=255
Píxel (40, 37): R=0004, G=255, B=255
Píxel (41, 37): R=0004, G=255, B=255
Píxel (0, 38): R=0005, G=253, B=251
Píxel (1, 38): R=0005, G=251, B=248
Píxel (2, 38): R=0005, G=251, B=251
Píxel (3, 38): R=0005, G=253, B=255
Píxel (4, 38): R=0005, G=252, B=255
Píxel (5, 38): R=0005, G=245, B=251
Píxel (6, 38): R=0005, G=244, B=252
Píxel (7, 38): R=0005, G=251, B=255
Píxel (8, 38): R=0005, G=253, B=255
Píxel (9, 38): R=0003, G=252, B=250
Píxel (10, 38): R=0000, G=245, B=239
Píxel (11, 38): R=0005, G=243, B=233
Píxel (12, 38): R=0005, G=226, B=215
Píxel (13, 38): R=0005, G=215, B=207
Píxel (14, 38): R=225, G=123, B=118
Píxel (15, 38): R=176, G=51, B=47
Píxel (16, 38): R=174, G=29, B=24
Píxel (17, 38): R=183, G=24, B=18
Píxel (18, 38): R=194, G=25, B=20
Píxel (19, 38): R=211, G=32, B=25
Píxel (20, 38): R=223, G=35, B=26
Píxel (21, 38): R=226, G=29, B=20
Píxel (22, 38): R=222, G=24, B=15
Píxel (23, 38): R=217, G=23, B=13
Píxel (24, 38): R=216, G=32, B=22
Píxel (25, 38): R=197, G=31, B=19
Píxel (26, 38): R=169, G=25, B=14
Píxel (27, 38): R=152, G=31, B=20
Píxel (28, 38): R=189, G=95, B=83
Píxel (29, 38): R=0005, G=188, B=174
Píxel (30, 38): R=0005, G=234, B=220
Píxel (31, 38): R=0005, G=238, B=226
Píxel (32, 38): R=0005, G=252, B=243
Píxel (33, 38): R=0005, G=253, B=246
Píxel (34, 38): R=0005, G=246, B=245
Píxel (35, 38): R=0005, G=245, B=249
Píxel (36, 38): R=0005, G=253, B=255
Píxel (37, 38): R=0004, G=255, B=255
Píxel (38, 38): R=248, G=255, B=255
Píxel (39, 38): R=249, G=255, B=255
Píxel (40, 38): R=0003, G=254, B=255
Píxel (41, 38): R=0004, G=254, B=254
Píxel (0, 39): R=0005, G=252, B=255
Píxel (1, 39): R=0005, G=252, B=255
Píxel (2, 39): R=0005, G=254, B=255
Píxel (3, 39): R=0003, G=251, B=252
Píxel (4, 39): R=0005, G=253, B=253
Píxel (5, 39): R=0005, G=252, B=253
Píxel (6, 39): R=0005, G=249, B=253
Píxel (7, 39): R=0005, G=247, B=251
Píxel (8, 39): R=0003, G=248, B=252
Píxel (9, 39): R=0004, G=254, B=254
Píxel (10, 39): R=000, G=255, B=253
Píxel (11, 39): R=0001, G=252, B=246
Píxel (12, 39): R=0005, G=251, B=244
Píxel (13, 39): R=0005, G=240, B=233
Píxel (14, 39): R=0005, G=226, B=223
Píxel (15, 39): R=0005, G=217, B=212
Píxel (16, 39): R=0005, G=182, B=178
Píxel (17, 39): R=248, G=139, B=134
Píxel (18, 39): R=211, G=93, B=89
Píxel (19, 39): R=192, G=65, B=59
Píxel (20, 39): R=185, G=46, B=43
Píxel (21, 39): R=181, G=36, B=31
Píxel (22, 39): R=189, G=40, B=36
Píxel (23, 39): R=199, G=54, B=51
Píxel (24, 39): R=209, G=74, B=70
Píxel (25, 39): R=234, G=115, B=109
Píxel (26, 39): R=0005, G=178, B=171
Píxel (27, 39): R=0005, G=216, B=207
Píxel (28, 39): R=0005, G=232, B=222
Píxel (29, 39): R=0005, G=244, B=231
Píxel (30, 39): R=0005, G=248, B=236
Píxel (31, 39): R=000, G=255, B=242
Píxel (32, 39): R=245, G=255, B=247
Píxel (33, 39): R=249, G=255, B=253
Píxel (34, 39): R=0005, G=252, B=254
Píxel (35, 39): R=0005, G=251, B=255
Píxel (36, 39): R=0005, G=252, B=255
Píxel (37, 39): R=249, G=248, B=254
Píxel (38, 39): R=249, G=255, B=255
Píxel (39, 39): R=249, G=255, B=255
Píxel (40, 39): R=0003, G=253, B=253
Píxel (41, 39): R=0005, G=252, B=253
Píxel (0, 40): R=0000, G=253, B=255
Píxel (1, 40): R=0000, G=254, B=255
Píxel (2, 40): R=0001, G=255, B=255
Píxel (3, 40): R=0004, G=255, B=253
Píxel (4, 40): R=0004, G=255, B=249
Píxel (5, 40): R=0005, G=253, B=246
Píxel (6, 40): R=0005, G=252, B=248
Píxel (7, 40): R=0005, G=252, B=249
Píxel (8, 40): R=0005, G=252, B=254
Píxel (9, 40): R=0005, G=253, B=254
Píxel (10, 40): R=0005, G=251, B=255
Píxel (11, 40): R=0005, G=252, B=254
Píxel (12, 40): R=0005, G=251, B=250
Píxel (13, 40): R=0005, G=249, B=248
Píxel (14, 40): R=0005, G=244, B=241
Píxel (15, 40): R=0005, G=240, B=236
Píxel (16, 40): R=0005, G=235, B=231
Píxel (17, 40): R=0005, G=234, B=230
Píxel (18, 40): R=0005, G=225, B=221
Píxel (19, 40): R=0005, G=229, B=225
Píxel (20, 40): R=0005, G=224, B=219
Píxel (21, 40): R=0005, G=224, B=220
Píxel (22, 40): R=0005, G=223, B=220
Píxel (23, 40): R=0005, G=225, B=221
Píxel (24, 40): R=0005, G=228, B=224
Píxel (25, 40): R=0005, G=230, B=226
Píxel (26, 40): R=0005, G=237, B=235
Píxel (27, 40): R=0005, G=238, B=236
Píxel (28, 40): R=0005, G=246, B=244
Píxel (29, 40): R=0005, G=252, B=249
Píxel (30, 40): R=0000, G=251, B=246
Píxel (31, 40): R=0001, G=255, B=252
Píxel (32, 40): R=248, G=255, B=252
Píxel (33, 40): R=0000, G=255, B=254
Píxel (34, 40): R=0005, G=253, B=255
Píxel (35, 40): R=0005, G=253, B=255
Píxel (36, 40): R=0005, G=252, B=255
Píxel (37, 40): R=0004, G=253, B=255
Píxel (38, 40): R=000, G=255, B=255
Píxel (39, 40): R=0004, G=255, B=255
Píxel (40, 40): R=0005, G=253, B=254
Píxel (41, 40): R=0005, G=251, B=252
